,LPS,NACE (DELETE!),GNFR,E-PRTR/PRTR Facility ID,Height class (TODO),Longitude,Latitude,NOx (as NO2) [kt],NMVOC [kt],SOx (as SO2) [kt],NH3 [kt],PM2.5 [kt],PM10 [kt],CO [kt],Pb [t],Cd [t],Hg [t],PCDD/ PCDF (dioxins/ furans) [g I-Teq],PAHs [t],HCB [kg],PCBs [kg]
498,Hauke Brünjes,146: Raising of swine/pigs,,03-65-25101013850,,9.00599823576335,52.8432713000593,,,,0.0146,,,,,,,,,,
499,Hauptklärwerk Mühlhausen,3700: Sewerage,J_Waste,06-08-1115100000001,,9.24070469990266,48.8458786226315,,,,,,,,,,,,,,
500,Hederslebener Zucht- u. Mastbetrieb GmbH & Co.KG,146: Raising of swine/pigs,,13479,,11.2617666153727,51.8544558029051,,,,0.0127,,,,,,,,,,
501,Hego Düngemittelwerk GmbH,147: Raising of poultry,J_Waste,07-04-6314477,,8.40744095011069,49.7826442962863,,,,0.014,,,,,,,,,,
502,Heide Ferkelerzeugung GmbH,146: Raising of swine/pigs,,03-85-45300575240,,8.21992307988389,52.8633093354112,,,,0.0139,,,,,,,,,,
503,Heidelberg Cement AG Zementwerk Paderborn,2351: Manufacture of cement,3.c.i,06-05-700-0038968,,8.7470409073864,51.6989884732242,0.161,,,0.0251,,,,,,0.0125,,,,
504,Heidelberg Manufacturing Deutschland GmbH,2451: Casting of iron,B_Industry,06-08-7205856,,9.87646705701874,48.5674422115993,,,,,,,,,,,,,,
505,HeidelbergCement AG,2351: Manufacture of cement,3.c,06-08-4664299,,9.73467840026584,48.3686031198474,0.707,0.311,,0.0934,,,1.85,,,0.022,,,,
506,HeidelbergCement AG Zementwerk Ennigerloh,2351: Manufacture of cement,3.c.i,06-05-500-0055819,,8.03057186237717,51.8582609559349,0.592,0.638,,0.366,,,1.836,,,0.0352,,,,
507,HeidelbergCement AG Zementwerk Geseke (Milke),2351: Manufacture of cement,3.c.i,06-05-900-0009824,,8.51065892985361,51.6188372960444,0.764,,,0.0459,,,,,,0.0219,,,,
508,HeidelbergCement AG Zementwerk Leimen,2351: Manufacture of cement,3.c,06-08-3192067,,8.68583239823334,49.3576793882337,0.786,1.014,,0.0885,,,,,,0.056999999999999995,,,,
509,HeidelbergCement AG Zementwerk Lengfurt,2351: Manufacture of cement,3.c.i,06-09-677-0011-0001,,9.61789127922272,49.8084610007378,1.875,1.53,,0.0805,,,3.365,,,0.10300000000000001,,,,
510,HeidelbergCement AG Zementwerke Hannover,2351: Manufacture of cement,3.c.i,03-06-06291730660,,9.86504160545954,52.3753847189091,1.44,1.932,,0.0489,,,2.835,,,0.0615,,,,
511,"HeidelbergCement AG, Zementwerk Burglengenfeld",2351: Manufacture of cement,3.c.i,06-09-376-0042-0003,,12.0282569506749,49.2128324441963,1.084,,,0.0488,,,2.308,,,0.06520000000000001,,,,
512,Heiming GmbH & Co.KG,146: Raising of swine/pigs,,06-05-562-0915718,,7.00701632554761,51.7732957385802,,,,0.0129,,,,,,,,,,
513,Heinrich Gabriel,146: Raising of swine/pigs,,06-05-762-0178905,,9.23065540143202,51.6437367703919,,,,0.0108,,,,,,,,,,
514,Heinrich Henke,146: Raising of swine/pigs,,03-65-25101099700,,9.00320699012778,52.8434422119656,,,,0.0103,,,,,,,,,,
515,Heinrich Meier Eisengießerei GmbH & Co KG,2451: Casting of iron,B_Industry,06-05-700-0049867,,8.62505576695882,52.4347207951826,,,,,,,,,,,,,,
516,Heizkraftwerk Altenstadt GmbH & Co. KG,3511: Production of electricity,J_Waste,06-09-100-2077-0001,,10.8591408198579,47.797517040086,,,,,,,,,,,,,,
517,Heizkraftwerk Cottbus,3511: Production of electricity,A_PublicPower,12-40520430000,,14.3696347043958,51.7597459809543,0.174,,,,,,,,,,,,,
518,Heizkraftwerk Energieversorgung Schwerin-Süd,3530: Steam and air conditioning supply,A_PublicPower,13-40-1300408,,11.3965326250542,53.5777770635676,,,,,,,,,,,,,,
519,Heizkraftwerk Erlangen,3530: Steam and air conditioning supply,A_PublicPower,06-09-500-0112-0001,,11.0020992778802,49.5925191639758,0.388,,,,,,,,,,,,,
520,Heizkraftwerk Halle-Trotha,3511: Production of electricity,A_PublicPower,12303,,11.9433051649289,51.5236268694191,,,,,,,,,,,,,,
521,Heizkraftwerk Jena Süd,3530: Steam and air conditioning supply,A_PublicPower,16-72-73595430000,,11.585284735157,50.8975595066181,0.169,,,,,,,,,,,,,
522,Heizkraftwerk Nord II,3530: Steam and air conditioning supply,A_PublicPower,14-60-48821410003,,12.9230356184202,50.8566200635659,0.787,0.923,,,,,0.639,,,0.046299999999999994,,,,
523,Heizkraftwerk Pforzheim GmbH,3530: Steam and air conditioning supply,A_PublicPower,06-08-3042693,,8.72545876188634,48.8970072911103,0.274,,,,,,,,,,,,,
524,Heizkraftwerk Rosenheim,3821: Treatment and disposal of non-hazardous waste,A_PublicPower,06-09-100-0020-0001,,12.1339634539986,47.8562197680857,0.117,,,,,,,,,,,,,
525,Heizkraftwerk Sandreuth,3530: Steam and air conditioning supply,A_PublicPower,06-09-500-0354-0002,,11.0607757791573,49.4387506543218,0.264,,,,,,,,,,,,,
526,Heizkraftwerk Stuttgart-Gaisburg,3511: Production of electricity,A_PublicPower,06-08-1371304,,9.23124125347807,48.7827556478265,,,,,,,,,,,,,,
527,Heizkraftwerk Stuttgart-Münster (mit MVA),3511: Production of electricity,J_Waste,06-08-1195689,,9.21982189528931,48.8143357536208,0.646,,,,,,,,,0.024399999999999998,,,,
528,Heizkraftwerk an der Friedensbrücke,3511: Production of electricity,A_PublicPower,06-09-600-0025-0001,,9.92324538763196,49.79992762517,,,,,,,,,,,,,,
529,"Helmingsmeier, Friedrich",146: Raising of swine/pigs,,06-05-766-9983995,,8.97986073261132,52.1482464100891,,,,0.013,,,,,,,,,,
530,"Hemann, Stefan",147: Raising of poultry,,03-91-45902657010,,7.81438766983899,52.5030238435121,,,,0.0147,,,,,,,,,,
531,Henkel AG & Co. KGaA,2059: Manufacture of other chemical products n.e.c.,A_PublicPower,06-05-100-0036701,,6.83938548793689,51.1755500933699,1.9670000000000005,,,,,,,,,,,,,
532,Heraeus Quarzglas BitterfeldGmbH & Co. KG,"2319: Manufacture and processing of other glass, including technical glassware",B_Industry,13582,,12.3025309128421,51.6391395501193,0.784,,,,,,,,,,,,,
533,"Herforder Abwasser GmbH (Herford, ZKA)",3700: Sewerage,J_Waste,06-05-700-9962853,,8.66904542074224,52.132580422977,,,,,,,,,,,,,,
534,Heukamp GbR,146: Raising of swine/pigs,,15819,,11.5619237791278,51.8159496341276,,,,0.0139,,,,,,,,,,
535,Heyne & Penke Verpackungen GmbH,1812: Other printing,E_Solvents,03-05-05050581570,,9.69054284942111,51.7932067473998,,,0.122,,,,,,,,,,,
536,"Hoenig, Andreas",146: Raising of swine/pigs,,06-05-570-9960101,,7.90439794340911,51.8438549957534,,,,0.0114,,,,,,,,,,
537,Hof Steimke KG Hof Steimke KG,146: Raising of swine/pigs,,16449,,10.971447597868,52.5954552399562,,,,0.0142,,,,,,,,,,
538,Holborn Europa Raffinerie GmbH,1920: Manufacture of refined petroleum products,B_Industry,06-02-B20507H002,,9.95158189424644,53.4770858624131,0.585,1.347,,,,,,,,,,,,
539,Holcim (Deutschland) GmbH,2351: Manufacture of cement,3.c.i,01-10-61061239733,,9.58326859599145,53.8741649175332,2.661,,,0.0807,,,3.21,,,0.18869999999999998,,,,
540,Holcim (Deutschland) GmbH Bernd-Henning Reupke,2351: Manufacture of cement,3.c.i,03-06-06221720040,,9.88593387119077,52.3498313041002,0.996,1.242,,0.1408,,,2.38,,,0.024,,,,
541,Holcim (Süddeutschland) GmbH,2351: Manufacture of cement,3.c.i,06-08-7897669,,8.77909610771393,48.2270412122471,0.259,,,0.0301,,,1.64,,,,,,,
542,Holcim WestZement GmbH Werk: Kollenbach,2351: Manufacture of cement,3.c.i,06-05-500-0053376,,8.05402878770056,51.7651737270294,0.479,0.233,,0.0676,,,0.818,,,0.019899999999999998,,0.07690000000000001,,
543,"Holle, Ulrich",146: Raising of swine/pigs,,06-05-558-0241905,,7.45189178253379,51.9165045142031,,,,0.0119,,,,,,,,,,
544,Homanit GmbH & Co KG,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-10-0037523,,6.80439680071694,49.500391232581,0.179,,,,,,,,,,,,,
545,Horst-Friedrich Hölling,146: Raising of swine/pigs,,03-66-25200800530,,9.61460390208743,52.0900311639786,,,,0.016,,,,,,,,,,
546,Huhtamaki Flexible Packaging Germany,2222: Manufacture of plastic packing goods,E_Solvents,06-09-777-0009-0001,,10.4150726926699,47.8989304646977,,,0.941,,,,,,,,,,,
547,Hydro Aluminium Rolled Products GmbH Rheinwerk,2442: Aluminium production,B_Industry,06-05-100-0082185,,6.78183343700165,51.1488765499749,0.524,7.24,,,,0.2668,,,,,,,,
548,Hähnchenmastanlage Bassin,147: Raising of poultry,,13-60-14007,,12.937616699958,54.0944516530946,,,,0.0413,,,,,,,,,,
549,Hähnchenmastanlage Biesenthal,147: Raising of poultry,,12-20601730000,,13.6444863684916,52.7363144261207,,,,0.0224,,,,,,,,,,
550,Hähnchenmastanlage Brachstedt,147: Raising of poultry,,16637,,11.9975905303926,51.5696878743003,,,,0.026,,,,,,,,,,
551,Hähnchenmastanlage Hestern BWE-Brüterei Weser-Ems GmbH & Co.KG,147: Raising of poultry,,03-90-45800529920,,8.51755812407014,52.9903057848093,,,,0.0105,,,,,,,,,,
552,Hähnchenmastanlage Klein Daberkow,147: Raising of poultry,,13-50-1324,,13.6526404970853,53.5434138626946,,,,0.0194,,,,,,,,,,
553,Hähnchenmastanlage Möckern,147: Raising of poultry,,12983,,11.9813869475787,52.161666749821,,,,0.038,,,,,,,,,,
554,Hähnchenmastanlage Oppin,147: Raising of poultry,,16636,,12.0000031813774,51.5480305419832,,,,0.0418,,,,,,,,,,
555,Hähnchenmastanlage Tramm,147: Raising of poultry,,13-40-4283,,11.6577685832107,53.5135770223518,,,,0.0216,,,,,,,,,,
556,Hähnchenmastanlage Wahlitz,147: Raising of poultry,,12977,,11.798914717838,52.1072072200016,,,,0.013,,,,,,,,,,
557,Hähnchenmastanlage Waldeck,147: Raising of poultry,,16-84-73676780000,,11.8058198508323,50.9153917566724,,,,0.0389,,,,,,,,,,
558,Hähnchenmastanlage Zernsdorf,147: Raising of poultry,,12-50612480000,,13.6729397120024,52.3054562077244,,,,0.0492,,,,,,,,,,
559,"Höner, Markus",146: Raising of swine/pigs,,06-05-570-0285738,,8.09571053227295,51.7961090288208,,,,0.0107,,,,,,,,,,
560,Hühnerhof Hennes Nienburg GmbH,147: Raising of poultry,,03-70-25601612290,,9.24767477690642,52.6019316422387,,,,0.0364,,,,,,,,,,
561,Hühnerhof van der Jagt,147: Raising of poultry,,12-30679200000,,14.2920152635741,52.1754425893135,,,,0.0103,,,,,,,,,,
562,"Hüttemann, Hugo",146: Raising of swine/pigs,,06-05-570-9952682,,7.85319970035627,52.0747440292592,,,,0.011,,,,,,,,,,
563,Hüttenwerke Krupp Mannesmann GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,06-05-100-0077961,,6.71226733209517,51.3682311677028,22.88,44.480000000000004,,,,6.64,1560.0,23.92,0.36319999999999997,,6.3999999999999995,,,
564,Hüttenwerke Krupp Mannesmann GmbH,3511: Production of electricity,A_PublicPower,06-05-100-0220947,,6.71911732581523,51.3709009446571,0.622,1.05,,,,,,,,,,,,
565,IAG Ihlenberger Abfallentsorgungsgesellschaft mbH,3822: Treatment and disposal of hazardous waste,5.d,13-40-1358039,,10.8744138043314,53.8687237022789,,,,,,,,,,,,,,
566,ICL Fertilizers Deutschland GmbH,2015: Manufacture of fertilisers and nitrogen compounds,B_Industry,07-05-8434033,,8.43971277289238,49.4539489604019,,,,,,,,,,,,,,
567,IHKW Industrieheizkraftwerk Andernach GmbH    c/o ThyssenKrupp Rasselstein GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,07-01-687494,,7.40816324758142,50.4320179048255,0.244,,,,,,,,,,,,,
568,IKW Rüdersdorf GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,12-30642653000,,13.8307896044107,52.4906540453051,0.135,,,,,,,,,,,,,
569,IMERYS Minerals GmbH Werk Rheinberg,2013: Manufacture of other inorganic basic chemicals,B_Industry,06-05-100-0008502,,6.58101891986619,51.5660513105582,,,,,,,1.11,,,,,,,
570,INEOS Manufacturing Deutschland GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-300-0928938,,6.846742503362,51.0676360238077,16.83,4.741,2.4310000000000005,0.20019999999999996,,,,,,,,,,
571,INEOS Solvents Germany GmbH - Werk Herne -,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-900-0163177,,7.21431542835044,51.534181708452,,,,,,,,,,,,,,
572,INNOVATHERM -Ges.zur innovativen Nu tzung v.Brennstoffen,3822: Treatment and disposal of hazardous waste,J_Waste,06-05-900-9000377,,7.46506019202168,51.6111982803914,,,,,,,,,,,,,,
573,INOVYN Deutschland GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-100-0004303,,6.5785299620937,51.5615661828344,,,,0.3272,,,,,,,,,,
574,Ilsenburger Grobblech GmbH,2431: Cold drawing of bars,B_Industry,13774,,10.697140809706,51.8726185241675,0.215,,,,,,,,,,,,,
575,Industrieheizkraftwerk Walsrode,3511: Production of electricity,A_PublicPower,03-02-02020049510,,9.6598929517187,52.9065056683918,0.358,,,,,,,,,,,,,
576,Industriekraftwerk Plattling Kraftwerk Plattling GmbH,3511: Production of electricity,A_PublicPower,06-09-271-0260-0001,,12.8682036353929,48.8008294010514,,,,,,,,,,,,,,
577,Ineke Tölner,146: Raising of swine/pigs,,03-72-45351030810,,10.3633293539016,52.6459145133111,,,,0.0112,,,,,,,,,,
578,Infineon Technologies Dresden GmbH & Co. KG,2611: Manufacture of electronic components,E_Solvents,14-70-52757426232,,13.7770049850857,51.1038430211377,,,0.105,,,,,,,,,,,
579,InfraLeuna GmbH WT 1,3511: Production of electricity,A_PublicPower,13770,,12.0056724340397,51.3197377479834,0.215,,,,,,,,,,,,,
580,InfraServ (Kalle-Albert),3530: Steam and air conditioning supply,A_PublicPower,06-50940010414,,8.24775920116088,50.0354296893593,0.483,,,,,,,,,,,,,
581,InfraServ GmbH & Co. Gendorf KG,8299: Other business support service activities n.e.c.,A_PublicPower,06-09-171-0002--C01,,12.7312169469464,48.1771406687798,0.309,,,,,,,,,,,,,
582,InfraServ GmbH & Co. Höchst KG,3530: Steam and air conditioning supply,A_PublicPower,06-00453010412,,8.53683083730256,50.0884160346367,2.16,,,,,,,,,,,,,
583,"Innogy SE, Holzheizkraftwerk Neukölln",3511: Production of electricity,A_PublicPower,06-11-01-1750001,,13.5164559829931,52.4236531744216,0.226,,,,,,,,,,,,,
584,Inovan GmbH & Co. KG,"2550: Forging, pressing, stamping and roll-forming of metal; powder metallurgy",B_Industry,06-08-4603311,,8.64784354397484,48.8769156445156,,,,,,,,,,,,,,
585,"Janssen, Egon - Schweinemastbetrieb",146: Raising of swine/pigs,,03-48-40500000560,,8.00675861341799,53.6097211774743,,,,0.0107,,,,,,,,,,
586,Janßen Schweinemast KG,146: Raising of swine/pigs,,06-05-154-9020534,,6.29732483852746,51.4263142244976,,,,0.0238,,,,,,,,,,
587,"Jeiler, Markus",146: Raising of swine/pigs,,06-05-558-0166108,,7.41391074535805,51.8521288989881,,,,0.0131,,,,,,,,,,
588,Joachim Wicke,146: Raising of swine/pigs,,03-65-25102630300,,9.02365409392366,52.8754340435022,,,,0.0104,,,,,,,,,,
589,Johann Wüllmers,146: Raising of swine/pigs,,03-65-25103900430,,8.93516533217973,52.8514253546241,,,,0.0104,,,,,,,,,,
590,Julius Schulte Trebsen GmbH & Co. KG,1712: Manufacture of paper and paperboard,B_Industry,14-80-56050130000,,12.7676550865604,51.2825218689478,,,0.133,,,,,,,,,,,
591,Junghennenanlage Dishley -,147: Raising of poultry,,13-50-7000031,,13.4755530709234,53.7257050670151,,,,0.0123,,,,,,,,,,
592,Junghennenaufzuchtanlage Möckern (Stegelitz),147: Raising of poultry,,12976,,11.9495162562008,52.1790529000517,,,,0.0132,,,,,,,,,,
593,"K+S KALI GmbH, Werk  Zielitz",891: Mining of chemical and fertiliser minerals,D_Fugitive,18042,,11.6792316420522,52.2985206513434,0.672,,,,,,,,,,,,,
594,"K+S KALI GmbH, Werk Werra, Standort Unterbreizbach",891: Mining of chemical and fertiliser minerals,D_Fugitive,16-62-09401231000,,9.97729204311675,50.8121882642952,0.498,,,,,,,,,,,,,
595,KAVG,3821: Treatment and disposal of non-hazardous waste,5.d,06-05-700-0632081,,8.78334528873576,52.3835660503183,,,,,,,,,,,,,,
596,KG Rießel Ei GmbH & Co KG,147: Raising of poultry,,03-92-46000092898,,8.27901369776915,52.795161928628,,,,0.0361,,,,,,,,,,
597,KKA GmbH Deponie Geldern-Pont,3821: Treatment and disposal of non-hazardous waste,5.d,06-05-100-0229158,,6.29781351730767,51.4750551684674,,,,,,,,,,,,,,
598,KNG Kraftwerks- und Netzgesellschaft mbH Kraftwerk Rostock,3511: Production of electricity,A_PublicPower,13-30-1010101,,12.1329421897268,54.1428127980717,2.78,1.2,,,,,,,,0.037200000000000004,,,,
599,KRONOS TITAN GmbH Werk Nordenham,2013: Manufacture of other inorganic basic chemicals,B_Industry,03-09-09261732970,,8.54674104451136,53.5306843650464,,,,,,,,,,,,,,
600,KRONOSPAN GmbH,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-05-700-0086227,,8.97679576388299,51.8302979895043,0.518,,0.27,,,,,,,,,,,
601,KRONOSPAN GmbH Lampertswalde,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,14-70-63947593030,,13.6630826215257,51.3058579794375,0.8519999999999999,,2.25,,,0.26549999999999996,,,,,,,,
602,Kai Thomsen - Mastschweinehaltung,146: Raising of swine/pigs,,01-10-51006506691,,9.03645930998687,54.0155555755777,,,,0.0165,,,,,,,,,,
603,Kalkwerk Saal,2352: Manufacture of lime and plaster,3.c.iii,06-09-273-0333-0001,,11.9340249874359,48.8905914148589,,,,,,,4.24,,,,,,,
604,Kalkwerke H. Oetelshofen GmbH & Co. KG,2352: Manufacture of lime and plaster,3.c.iii,06-05-100-0848198,,7.04190223059344,51.2481487964896,0.43199999999999994,,,,,,,,,,,,,
605,"Kamphus, Reinhard",146: Raising of swine/pigs,,06-05-566-0472923,,7.58825501702775,52.3490523697015,,,,0.0105,,,,,,,,,,
606,Karl-Heinz Lönnecker Karl-Heinz Lönnecker,146: Raising of swine/pigs,,03-66-25200304990,,9.33959137118133,51.963607434864,,,,0.0136,,,,,,,,,,
607,Kartzfehn Märkische Puten GmbH,147: Raising of poultry,,12-10680750000,,12.7380377028421,53.0673182467972,,,,0.0768,,,,,,,,,,
608,Kelheim Fibres GmbH,2060: Manufacture of man-made fibres,B_Industry,06-09-273-0317-0001,,11.9032821966473,48.906098799561,,,,,,,,,,,,,,
609,Kemphauser Schweinemast GmbH,146: Raising of swine/pigs,,03-92-46000206440,,8.25711876276325,52.5189573029301,,,,0.0237,,,,,,,,,,
610,Kemptener Eisengießerei Adam Hönig AG,2451: Casting of iron,B_Industry,06-09-763-0016-0001,,10.2901996250411,47.7097130741537,,,0.164,,,,,,,,,,,
611,"Kiekebusch, Michael",146: Raising of swine/pigs,,06-05-558-0143580,,7.39050086445574,51.6798900445882,,,,0.0104,,,,,,,,,,
612,Klaus Middendorf Eier und Geflügel GmbH & Co. KG,147: Raising of poultry,,12-10701180000,,11.7800821496085,53.1211188837377,,,,0.0263,,,,,,,,,,
613,Klaus Naber,146: Raising of swine/pigs,,03-65-25100599320,,8.46586200039375,52.7060980599646,,,,0.0104,,,,,,,,,,
614,Klaus Stefan Porc GmbH Klaus Stefan,146: Raising of swine/pigs,,03-85-45300306770,,8.00015056212793,52.8045304196539,,,,0.0314,,,,,,,,,,
615,Klingele Papierwerke GmbH & Co. KG Papierfabrik Weener,3821: Treatment and disposal of non-hazardous waste,J_Waste,03-04-04000025140,,7.35639144875472,53.1806501616294,0.144,,,,,,,,,,,,,
616,Klixer Edelfleisch GmbH,146: Raising of swine/pigs,,14-74-45996040000,,14.5002649575649,51.2583712488802,,,,0.106,,,,,,,,,,
617,Kluczka GmbH,147: Raising of poultry,,14129,,11.4701447241814,51.9592771015587,,,,0.0386,,,,,,,,,,
618,Kläranlage (Minden-Leteln),3700: Sewerage,J_Waste,06-05-700-0228904,,8.93672964694917,52.3251930785993,,,,,,,,,,,,,,
619,Kläranlage Aachen Soers des WVER,3700: Sewerage,J_Waste,06-05-300-0119234,,6.0993905805368,50.8068420077607,,,,,,,,,,,,,,
620,Kläranlage Gümmerwald - Stadtentwässerung Hannover -,3700: Sewerage,J_Waste,03-06-06060306680,,9.50966387280019,52.4151483073404,,,,,,,,,,,,,,
621,Kläranlage Münster-Hauptkläranlage,3700: Sewerage,J_Waste,06-05-500-0215875,,7.65044648490449,52.0075162569852,,,,,,,,,,,,,,
622,Klärwerk Augsburg Jürgen Demeter,3700: Sewerage,J_Waste,06-09-761-0088-0001,,10.8862956109898,48.4102476604452,,,,,,,,,,,,,,
623,Klärwerk Herrenhausen,3700: Sewerage,J_Waste,03-06-06060553500,,9.66164918303969,52.396423512344,,,,,,,,,,,,,,
624,Klärwerk Karlsruhe,3700: Sewerage,J_Waste,06-08-6700357,,8.35938666883023,49.0446951469525,,,,,,,,,,,,,,
625,Klärwerk München I Gut Großlappen,3700: Sewerage,J_Waste,06-09-162-2051-0001,,11.629333131478,48.2088204800292,,,,,,,,,,,,,,
626,Klärwerk München II - Gut Marienhof,3700: Sewerage,J_Waste,06-09-178-0711-0001,,11.6841259840212,48.2919897482443,,,,,,,,,,,,,,
627,Klärwerk Nürnberg 1,3700: Sewerage,J_Waste,06-09-564-0462-0001,,11.020415803918,49.4653529055759,,,,,,,,,,,,,,
628,Knapsack Power GmbH & Co. KG,3511: Production of electricity,A_PublicPower,06-05-300-9046030,,6.84066029851978,50.8591537380836,,,,,,,,,,,,,,
629,Knauf Insulation GmbH,2399: Manufacture of other non-metallic mineral products n.e.c.,B_Industry,14-60-65735300000,,12.6210895602098,50.7913827038109,,0.394,,0.115,,,,,,,,,,
630,Knauf Insulation GmbH,2314: Manufacture of glass fibres,B_Industry,18085,,11.7005812767877,51.8015223220938,,,,0.083,,,,,,,,,,
631,Knipper Michael,146: Raising of swine/pigs,,03-92-46000135600,,8.06254733462491,52.7443655603889,,,,0.0163,,,,,,,,,,
632,Kohl Franz-Josef und Daniela GbR,147: Raising of poultry,,06-09-273-0352-0001,,11.7601252400802,48.9106062987507,,,,0.0167,,,,,,,,,,
633,Konrad Hornschuch AG,"2221: Manufacture of plastic plates, sheets, tubes and profiles",E_Solvents,06-08-2044048,,9.58790183245759,49.2972971474298,,,0.112,,,,,,,,,,,
634,Kraftwerk Boxberg,3511: Production of electricity,A_PublicPower,14-70-46630660001,,14.5743200176594,51.4188479814983,26.8,21.8,,,,0.7,11.56,0.832,0.024,1.012,,,,
635,Kraftwerk Dessau GmbH,3511: Production of electricity,A_PublicPower,12110,,12.2305655634922,51.8276484934039,0.278,0.713,,,,,,,,,,,,
636,Kraftwerk Fenne,3511: Production of electricity,A_PublicPower,06-10-00101000,,6.87899863647934,49.2491320648219,0.712,0.482,,,,,,,,,,,,
